description,category,service_id,service_name
العربية بتاعتي، في رج خفيف لما الموتور تحت حمل,engine,11,فحص المحرك الإلكتروني
العربية بتتهز وانا بفرمل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
العربية بتاعتي، في نتش لما انقل من جيرة لتانية,transmission,8,إصلاح ناقل الحركة
محتاج أدور على بنشر، ممكن تساعدني؟,tires,4,تغيير إطارات
العربية في هزة وانا دايس فرامل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
الفتيس مش بيدخل,transmission,8,إصلاح ناقل الحركة
لما الموتور يسخن العربية بتتعب,cooling,10,إصلاح نظام التبريد
الفرامل بتصفر,brakes,3,إصلاح الفرامل
العربية مش ثابتة في الملفات، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: الشكمان محتاج تغيير,exhaust,12,إصلاح نظام العادم
العربية صوتها بيعلى لما اطلع مطلع، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: في زنه مستمره وانا ماشي,tires,4,تغيير إطارات
في صوت مع السخونه,cooling,10,إصلاح نظام التبريد
في رعشة في العربية لما افرمل,brakes,3,إصلاح الفرامل
عندي مشكلة: السنترال مش شغال,electrical,14,إصلاح الكهرباء
عندي مشكلة: العربيه بتبطل في الزحمه,engine,11,فحص المحرك الإلكتروني
بترتعش الفرملة,brakes,3,إصلاح الفرامل
العربية مش مرتاحة في السحب، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
الدركسيون مش بيرجع للنص، ممكن تساعدني؟,steering,7,إصلاح نظام التوجيه
العربية بقت بتتعب لما اطلع مطلع، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتهز لما اشغلها وهي لسه باردة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية في رج وانا بفرمل,brakes,3,إصلاح الفرامل
العربية بتاعتي، العربية بتتوقف فجأة وبعدين تكمل,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، في زنة بتزيد مع السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، العربية بتنتش عند نقل الغيار,transmission,8,إصلاح ناقل الحركة
العربية بتطفى على الإشارة لما اهدي، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية بتهز لما اعدي 120,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بترزع لما امشي في شارع مكسر، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
الهزة بتيجي بس على الطريق السريع، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
في ريحة عادم قوية,exhaust,12,إصلاح نظام العادم
العربية بترج وانا بفرمل، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
العربيه بتخبط علي الطريق السريع,alignment_balancing,5,ضبط الزوايا والتوازن
في هزة لما امشي على الأوتوستراد، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
الموتور بيطفى وانا ماشي، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
في صوت من العجلة لما امشي، ممكن تساعدني؟,tires,4,تغيير إطارات
العربية بتاعتي، العربية بتعمل صوت طقطقة خفيف,suspension,6,إصلاح نظام التعليق
سحبها ضعيف مع إن الغاز مدوس,engine,11,فحص المحرك الإلكتروني
العربية بتطلع ريحة شياط,exhaust,12,إصلاح نظام العادم
العربيه في رعشه وانا شايل فرامل,brakes,3,إصلاح الفرامل
العربية بتاعتي، المقود مش في النص,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: في رج شديد في الفرامل,brakes,3,إصلاح الفرامل
عندي مشكلة: العربية بتنتش لما ازود بنزين مرة واحدة,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربية بتطق طق خفيف,suspension,6,إصلاح نظام التعليق
العربية مش ناعمة، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
الدركسيون بيتهز في ايدي، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، العربية بتقطع وتوقف,starting,13,إصلاح مشاكل التشغيل
بتحس إن العربية مش ثابتة في السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتاعتي، العربية بتمشي بتقل,engine,11,فحص المحرك الإلكتروني
فين المحل,unknown,17,غير ذلك
محتاج مساعدة، الموتور مش شغال صح,engine,11,فحص المحرك الإلكتروني
العربيه بترعش الفرمله,brakes,3,إصلاح الفرامل
العربية بتهز لما اعدي 80، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتانح على جنب، ممكن تساعدني؟,alignment_balancing,5,ضبط الزوايا والتوازن
محتاج مساعدة، العربية صوتها بيعلى في الزحمة,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، في رجرجة لما اهدى السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: الكراسي محتاجة غسيل,cleaning,16,تنظيف وتلميع السيارة
عندي مشكلة: العربية بتحسها بتمشي بتقل,engine,11,فحص المحرك الإلكتروني
في صوت طقطقة لما العربية بتتحرك,suspension,6,إصلاح نظام التعليق
العربيه بتعيط في المطلع,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، الفتيس بيعمل طقة لما انقل,transmission,8,إصلاح ناقل الحركة
العربية مش مرتاحة في الجري، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
العربية بتاعتي، لما بنقل الجيرات بحس بصدمة,transmission,8,إصلاح ناقل الحركة
في رعشة لما فرملت، ممكن تساعدني؟,brakes,3,إصلاح الفرامل
محتاج مساعدة، الإطار اتفش,tires,4,تغيير إطارات
محتاج مساعدة، الفرامل بتعمل صوت صرير,brakes,3,إصلاح الفرامل
محتاج مساعدة، العربية مش بتجمع في السحب,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: بترعش شايل فرامل,brakes,3,إصلاح الفرامل
العربيه بترعش وهي لسه بارده,engine,11,فحص المحرك الإلكتروني
محتاج مساعدة، العربية بتنط على الطريق المكسر,suspension,6,إصلاح نظام التعليق
عندي مشكلة: في طنطنة في العربية على السرعة,alignment_balancing,5,ضبط الزوايا والتوازن
العربية بتهز على الطريق الوعر,suspension,6,إصلاح نظام التعليق
العربية بتعمل صوت صفارة من العجلات,tires,4,تغيير إطارات
العربيه بترتعش علي الطريق السريع,alignment_balancing,5,ضبط الزوايا والتوازن
عندي مشكلة: في صوت مش طبيعي من الموتور لما امشي ببطء,engine,11,فحص المحرك الإلكتروني
الموتور بيقفل لما اشغل التكييف، ممكن تساعدني؟,engine,11,فحص المحرك الإلكتروني
عندي مشكلة: العربيه فيها تزييق,steering,7,إصلاح نظام التوجيه
التهبيد جامد من الأمام، ممكن تساعدني؟,suspension,6,إصلاح نظام التعليق
العربية بتاعتي، في تسريب من الفتيس,transmission,8,إصلاح ناقل الحركة
محتاج مساعدة، العربية مش بتقوم,starting,13,إصلاح مشاكل التشغيل
في ضجة من الموتور في المطلع,engine,11,فحص المحرك الإلكتروني
الحركة مش ناعمة,engine,11,فحص المحرك الإلكتروني
